sentence,sentiment,predicted_sentiment
Playing Sunday : West Bromwich v Bolton,neutral,1
F.A. Challenge Cup second round,neutral,1
Barnet 3 Wycombe 3,neutral,0
Blackpool 0 Hednesford 1,neutral,1
Bristol City 9 St Albans 2,neutral,0
Cambridge United 0 Woking 2,neutral,2
Carlisle 1 Darlington 0,neutral,1
Chester 1 Boston 0,neutral,0
Chesterfield 2 Scarborough 0,neutral,1
Enfield 1 Peterborough 1,neutral,0
Hull 1 Crewe 5,neutral,2
Leyton Orient 1 Stevenage 2,neutral,1
Luton 2 Boreham Wood 1,neutral,1
Mansfield 0 Stockport 3,neutral,2
Notts County 3 Rochdale 1,neutral,1
Preston 2 York 3,neutral,1
Sudbury Town 1 Brentford 3,neutral,0
Walsall 1 Burnley 1,neutral,1
Watford 5 Ashford Town 0,neutral,1
Wrexham 2 Scunthorpe 2,neutral,2
Cardiff 0 Gillingham 2,neutral,2
RUGBY UNION - CAMPESE SIGNS OFF WITH TRY IN WALLABY ROMP .,neutral,1
LONDON 1996-12-07,neutral,1
Australia bade farewell to David Campese in spectacular fashion by overwhelming the Barbarians 39-12 in the final match of their European tour at Twickenham on Saturday .,neutral,0
"The Wallabies ran in five tries with Campese , who has retired from test rugby after collecting 101 caps and a world record 64 tries , adding one last touchdown in a Wallaby jersey before departing the international game .",neutral,1
"The Barbarians included 14 internationals but , with only two pre-match practice sessions behind them , proved no real match for a Wallaby side determined to finish their 12-match tour unbeaten .",neutral,1
The touring team were 27-0 ahead by half-time before easing up in the second-half .,neutral,1
Full-back Matthew Burke finished with a personal haul of 24 points to take his tour aggregate to 136 .,neutral,1
RUGBY UNION - AUSTRALIA BEAT BARBARIANS 39-12 .,neutral,2
LONDON 1996-12-07,neutral,1
Australia beat the Barbarians 39-12 ( halftime 27-0 ) in the final match of their European tour on Saturday :,neutral,1
Scorers :,neutral,1
"Australia - Tries : Matthew Burke ( 2 ) , Joe Roff , David Campese , Tim Horan .",neutral,1
Penalties : Burke ( 2 ) .,neutral,1
Conversions : Burke ( 4 ) .,neutral,1
"Barbarians - Tries : Alan Bateman , Scott Quinnell .",neutral,1
Conversion : Rob Andrew .,neutral,1
GOLF - ZIMBABWE OPEN THIRD ROUND SCORES .,neutral,1
HARARE 1996-12-07,neutral,1
Leading third round scores in the,neutral,2
Zimbabwe Open on Saturday ( South African unless stated ) :,neutral,0
201 Mark McNulty ( Zimbabwe ) 72 61 68,neutral,1
205 Des Terblanche 65 67 73,neutral,0
206 Nick Price ( Zimbabwe ) 68 68 70,neutral,0
"207 Clinton Whitelaw 70 70 67 , Mark Cayeux ( Zimbabwe )",neutral,2
"69 69 69 , Justin Hobday 71 65 71",neutral,1
209 Steve van Vuuren 65 69 75,neutral,0
210 Brett Liddle 75 65 70,neutral,0
"211 Hugh Baiocchi 73 67 71 , Greg Reid 72 68 71 , Mark",neutral,2
Murless 71 67 73,negative,1
"212 Trevor Dodds ( Namibia ) 72 69 71 , Schalk van der",neutral,0
"Merwe ( Namibia ) 67 73 72 , Hennie Swart 75 64 73 ,",neutral,0
Andrew Pitts ( U.S. ) 69 67 76,neutral,0
"213 Sean Farrell ( Zimbabwe ) 77 68 68 , Glen Cayeux",neutral,2
"( Zimbabwe ) 75 68 70 , Nic Henning 73 70 70 , Dion",neutral,0
Fourie 69 73 71,neutral,0
"214 Steven Waltman 72 70 72 , Bradford Vaughan 72 71",neutral,0
"71 , Andrew Park 72 67 75 , Desvonde Botes 72 68 74 .",neutral,0
SOCCER - REINSTATED ALBANIA NAMES SQUAD TO PLAY N.IRELAND .,neutral,2
TIRANA 1996-12-07,neutral,1
"Albanian coach Astrit Hafizi said on Saturday it was important that his players brush aside the country short ban by FIFA in order to concentrate on next sWorld""            Ireland .",neutral,0
"World soccer s""          Tuesday after the Balkan country s""    suspensions on various soccer officials .",neutral,1
FIFA had banned Albania indefinitely after its sports ministry had ordered the suspension of Albanian Football Association general secretary Eduard Dervishi and dissolved the executive committee .,negative,0
""" We would be very happy with a draw in Belfast , "" said Hafizi . """,positive,1
"Especially if one takes into consideration our difficult post-suspension situation and the fact Northern Ireland is very keen to win . """,neutral,0
"Regular defender Artur Lekbello , who is injured , was missing from Hafizi s""        for the Belfast match .",neutral,2
Squad :,neutral,0
"Goalkeepers - Blendi Nallbani , Armir Grima",neutral,0
"Defenders - Rudi Vata , Saimir Malko , Arjan Xhumba , Ilir Shulku , Afrim Tole , Nevil Dede , Arjan Bellai",neutral,1
"Midfielders - Bledar Kola , Altin Haxhi , Sokol Prenga , Ervin Fakaj",neutral,2
"Forwards - Altin Rraklli , Viktor Paco , Fatmir Vata , Erjon Bogdani .",neutral,2
CRICKET - JONES HITS CENTURY AS VICTORIA FIGHT BACK .,neutral,0
"HOBART , Australia 1996-12-07",neutral,0
"Former Australia test batsman Dean Jones hit an unbeaten 130 to lead Victoria s""      Sheffield Shield match against Tasmania on Saturday .",neutral,0
"Replying to the home side s""        eight declared , Victoria reached 220 for three at close of play on the second day of the four-day match at Hobart s""     ",neutral,1
"Jones became the fourth century-maker of the match , equalling the feats of Tasmanian trio David Boon , Shaun Young and Michael DiVenuto .",neutral,0
"Jones , who took over as captain for the match in the absence of Australia test leg-spinner Shane Warne , added 195 runs for the third wicket with left-hander Laurie Harper .",neutral,1
Harper was eventually dismissed for 77 after the pair joined forces with their side reeling on nine for two .,neutral,0
"Earlier , former Australia test batsman David Boon scored 118 and all-rounder Shaun Young hit 113 .",neutral,0
The pair hammered 36 boundaries between them .,neutral,1
Pace bowler Ian Harvey claimed three for 81 for Victoria .,neutral,1
CRICKET - SHEFFIELD SHIELD SCORE .,neutral,1
"HOBART , Australia 1996-12-07",neutral,2
Close of play score on the second day of the four-day Sheffield Shield cricket match between Tasmania and Victoria at Bellerive Oval on Saturday :,neutral,1
"Tasmania 481 for eight declared ( Michael DiVenuto 119 , David Boon 118 , Shaun Young 113 ) ; Victoria 220 for three ( Dean Jones 130 not out ) .",neutral,1
SOCCER - SOUTH KOREA MOVE CLOSE TO QUARTER-FINAL BERTH .,neutral,2
ABU DHABI 1996-12-07,neutral,2
South Korea made virtually certain of an Asian Cup quarter-final spot with a 4-2 win over Indonesia in a Group A match on Saturday .,neutral,1
"After going four up in the first 55 minutes South Korea allowed Indonesia , newcomers to Asian Cup finals , back into the match , conceding two goals from rare counter attacks .",neutral,0
"Kim Do Hoon opened the scoring for South Korea in only the fifth minute , turning unmarked on the penalty spot to fire a shot into the top corner .",neutral,0
It looked like turning into a rout as Hwang Sun Hong rapidly added two more in the seventh and 15th minutes but although the Koreans continued to dominate they failed to add to the score before the interval .,neutral,0
"But they started the second half where they had left off and it was not long before they went four up , Ko Jeong Woon heading in from a free kick in the 55th minute .",neutral,0
"The Koreans then appeared to relax , allowing the Indonesians to get back into the match .",neutral,2
Ronny Wabia scored for Indonesia three minutes later direct from a a corner kick that Korean goalkeeper Kim Byung reached with one hand but failed to keep out .,neutral,0
"With 65 minutes gone Indonesia s""        scored a spectacular goal against Kuwait on Wednesday , was again on target , breaking through the Korean defence to beat the keeper with a low shot .",neutral,0
Indonesian keeper Hendro Kartiko produced a string of fine saves to prevent the Koreans increasing their lead .,neutral,1
Teams :,neutral,2
Indonesia : 20 - Hendro Kartiko ; 2 - Agung Setyabudi ; 3 - Suwandi Siswoyo ; 4 - Yeyen Tumera ; 5 - Aples Tecuari ; 6 - Sudiriman ; 7 - Widodo Gahyo Purta ; 8 - Ronny Wabia ; 11 - Bima Sakti ; 12 - Chris Yarangga ( 15 - Francis Wewengken 36 ) ; 16 - Marzuki Badriawan .,neutral,1
South Korea : 1 - Kim Byung Ji ; 2 - Kim Pan Keun ; 5 - Huh Ki Tae ; 8 - Roh Sang Rae ( 7 - Sin Tae Yong 33 ) ; 9 - Kim Do Hoon ; 11 - Ko Jeong Woon ; 17 - Ha Seok Ju ; 18 - Hwang Sun Hong ; 22 - Lee Young Jin ; 23 - Yoo Sang Chul ; 24 - Kim Joo Sung .,neutral,1
SOCCER - ISRAELI FIRST DIVISION RESULTS / STANDINGS .,neutral,2
JERUSALEM 1996-12-07,neutral,0
Results of first division soccer,neutral,0
matches played over the weekend :,neutral,2
Zafririm Holon 1 Hapoel Petah Tikva 1,neutral,2
Maccabi Haifa 1 Hapoel Taibe 1,neutral,1
Hapoel Kfar Sava 1 Bnei Yehuda 0,neutral,1
Hapoel Tel Aviv 1 Betar Jerusalem 4,neutral,0
Hapoel Jerusalem 0 Maccabi Tel Aviv 4,neutral,0
Ironi Rishon Lezion 1 Maccabi Herzliya 0,neutral,2
"Hapoel Beit an""       ",neutral,2
Maccabi Petah Tikva 0 Hapoel Haifa 2,neutral,2
"Standings ( tabulate under played , won , drawn , lost , goals",neutral,2
"for , against , points ) :",neutral,0
Betar Jerusalem 12 10 2 0 28 7 32,neutral,1
Hapoel Petah Tikva 12 9 2 1 27 13 29,neutral,1
Hapoel Beersheba 12 8 0 4 18 9 24,neutral,0
Maccabi Tel Aviv 12 6 4 2 21 14 22,neutral,0
Maccabi Petah Tikva 12 6 2 4 14 12 20,neutral,1
Bnei Yehuda 12 6 2 4 15 15 20,neutral,2
Hapoel Haifa 12 6 1 5 21 16 19,neutral,0
Maccabi Haifa 12 4 4 4 14 15 16,neutral,2
Hapoel Kfar Sava 12 5 1 6 10 11 16,neutral,0
Hapoel Jerusalem 12 4 1 7 10 18 13,neutral,1
Ironi Rishon Lezion 12 4 1 7 13 24 13,neutral,1
Zafririm Holon 12 2 4 6 8 14 10,neutral,0
Maccabi Herzliya 12 3 1 8 5 12 10,neutral,2
Hapoel Taiba 12 3 1 8 10 21 10,neutral,1
"Hapoel Beit an""             ",neutral,1
Hapoel Tel Aviv 12 2 3 7 7 16 9,neutral,2
SOCCER - ASIAN CUP RESULTS .,neutral,1
ABU DHABI 1996-12-07,neutral,2
Results of Asian Cup group A matches on Saturday :,neutral,2
United Arab Emirates 3 Kuwait 2 ( halftime 0-2 ),neutral,2
Scorers :,neutral,0
"UAE - Hassan Ahmed 53 , Adnan Al Talyani 55 , Bakhit Saad 80",neutral,1
"Kuwait - Jassem Al-Huwaidi 9 , 44",neutral,1
"Attendance : 15,000",neutral,1
South Korea 4 Indonesia 2 ( 3-0 ),neutral,1
Scorers :,neutral,0
"South Korea - Kim Do Hoon 5 , Hwang Sun Hong 7 and 15 , Koo",neutral,1
Jeon Woon 55,neutral,1
"Indonesia - Ronny Wabia 58 , Widodo Putra 65",neutral,1
"Attendance : 2,000",neutral,2
"Group A standings ( tabulate under : played , won , drawn , lost ,",neutral,2
"goals for , against , points ) :",neutral,2
South Korea 2 1 1 0 5 3 4,neutral,2
UAE 2 1 1 0 4 3 4,neutral,1
Kuwait 2 0 1 1 4 5 1,neutral,1
Indonesia 2 0 1 1 4 6 1,neutral,2
"NBA BASKETBALL - STANDINGS AFTER FRIDAY S""   ",neutral,1
NEW YORK 1996-12-07,neutral,1
Standings of National,neutral,1
Basketball Association teams after games played on Friday,neutral,0
"( tabulate under won , lost , percentage , games behind ) :",neutral,0
EASTERN CONFERENCE,neutral,1
ATLANTIC DIVISION,neutral,1
W L PCT GB,neutral,0
MIAMI 14 5 .737 -,neutral,1
NEW YORK 11 6 .647 2,neutral,1
ORLANDO 8 7 .533 4,neutral,1
WASHINGTON 7 9 .438 5 1/2,neutral,1
PHILADELPHIA 7 10 .412 6,neutral,1
NEW JERSEY 4 10 .286 7 1/2,neutral,1
BOSTON 4 13 .235 9,neutral,2
CENTRAL DIVISION,neutral,1
W L PCT GB,neutral,1
CHICAGO 17 1 .944 -,neutral,0
DETROIT 14 3 .824 2 1/2,neutral,0
CLEVELAND 11 6 .647 5 1/2,neutral,2
ATLANTA 10 8 .556 7,neutral,1
MILWAUKEE 8 8 .500 8,neutral,0
INDIANA 8 8 .500 8,neutral,0
CHARLOTTE 8 9 .471 8 1/2,neutral,2
TORONTO 6 11 .353 10 1/2,neutral,2
WESTERN CONFERENCE,neutral,0
MIDWEST DIVISION,neutral,2
W L PCT GB,neutral,1
HOUSTON 16 2 .889 -,neutral,1
UTAH 15 2 .882 1/2,neutral,0
MINNESOTA 7 11 .389 9,neutral,2
DALLAS 6 11 .353 9 1/2,neutral,2
DENVER 5 14 .263 11 1/2,neutral,2
SAN ANTONIO 3 14 .176 12 1/2,neutral,0
VANCOUVER 3 16 .158 13 1/2,neutral,0
PACIFIC DIVISION,neutral,0
W L PCT GB,neutral,1
SEATTLE 15 5 .750 -,neutral,0
LA LAKERS 14 7 .667 1 1/2,neutral,0
PORTLAND 12 8 .600 3,neutral,1
LA CLIPPERS 7 11 .389 7,neutral,0
GOLDEN STATE 6 13 .316 8 1/2,neutral,2
SACRAMENTO 6 13 .316 8 1/2,neutral,0
PHOENIX 3 14 .176 10 1/2,neutral,1
"SATURDAY , DECEMBER 7 SCHEDULE",neutral,2
TORONTO AT ATLANTA,neutral,0
LA CLIPPERS AT NEW YORK,neutral,1
MILWAUKEE AT WASHINGTON,neutral,1
DETROIT AT NEW JERSEY,neutral,1
MIAMI AT CHICAGO,neutral,0
VANCOUVER AT DALLAS,neutral,2
PHILADELPHIA AT HOUSTON,neutral,2
UTAH AT DENVER,neutral,2
CHARLOTTE AT SEATTLE,neutral,2
"NBA BASKETBALL - FRIDAY S""   ",neutral,0
NEW YORK 1996-12-07,neutral,0
Results of National Basketball,neutral,2
Association games on Friday ( home team in CAPS ) :,neutral,1
New Jersey 110 BOSTON 108 ( OT ),neutral,1
DETROIT 93 Cleveland 81,neutral,0
New York 103 MIAMI 85,neutral,0
Phoenix 101 SACRAMENTO 95,neutral,1
Vancouver 105 SAN ANTONIO 89,neutral,1
UTAH 106 Minnesota 95,neutral,1
PORTLAND 97 Charlotte 93,neutral,2
Indiana 86 GOLDEN STATE 71,neutral,0
LA LAKERS 92 Orlando 81,neutral,1
"NHL ICE HOCKEY - STANDINGS AFTER FRIDAY S""   ",neutral,1
NEW YORK 1996-12-07,neutral,1
Standings of National Hockey,neutral,1
"League teams after games played on Friday ( tabulate under won ,",neutral,1
"lost , tied , goals for , goals against , points ) :",neutral,2
EASTERN CONFERENCE,neutral,1
NORTHEAST DIVISION,neutral,1
W L T GF GA PTS,negative,1
HARTFORD 12 7 6 77 76 30,neutral,1
BUFFALO 13 12 2 78 77 28,neutral,1
MONTREAL 11 14 4 99 104 26,neutral,1
BOSTON 10 11 4 74 84 24,neutral,2
PITTSBURGH 10 13 3 86 94 23,neutral,1
OTTAWA 7 12 6 64 77 20,neutral,0
ATLANTIC DIVISION,neutral,1
W L T GF GA PTS,negative,1
FLORIDA 17 4 6 83 53 40,neutral,0
PHILADELPHIA 15 12 2 81 78 32,neutral,0
NEW JERSEY 14 10 1 61 61 29,neutral,1
WASHINGTON 13 13 1 72 71 27,neutral,2
NY RANGERS 11 13 5 97 86 27,neutral,0
NY ISLANDERS 7 11 8 65 72 22,neutral,0
TAMPA BAY 8 15 2 69 81 18,neutral,0
WESTERN CONFERENCE,neutral,0
CENTRAL DIVISION,neutral,2
W L T GF GA PTS,negative,1
DETROIT 15 9 4 81 53 34,neutral,0
DALLAS 16 10 1 77 66 33,neutral,2
ST LOUIS 14 14 0 82 84 28,neutral,1
CHICAGO 12 13 3 72 70 27,neutral,0
TORONTO 11 16 0 81 95 22,neutral,2
PHOENIX 9 13 4 61 74 22,neutral,0
PACIFIC DIVISION,neutral,2
W L T GF GA PTS,negative,1
COLORADO 17 7 4 100 60 38,neutral,1
VANCOUVER 14 11 1 84 83 29,neutral,2
EDMONTON 14 14 1 99 90 29,neutral,1
LOS ANGELES 11 13 3 72 83 25,neutral,0
SAN JOSE 10 13 4 69 87 24,neutral,1
ANAHEIM 9 14 5 74 87 23,neutral,0
CALGARY 10 16 2 65 77 22,neutral,1
"SATURDAY , DECEMBER 7 SCHEDULE",neutral,1
PHOENIX AT NEW JERSEY,neutral,0
CALGARY AT BOSTON,neutral,1
BUFFALO AT HARTFORD,neutral,2
WASHINGTON AT NY ISLANDERS,neutral,1
CHICAGO AT MONTREAL,neutral,2
NY RANGERS AT TORONTO,neutral,2
ANAHEIM AT PITTSBURGH,neutral,0
COLORADO AT LOS ANGELES,neutral,0
TAMPA BAY AT SAN JOSE,neutral,0
OTTAWA AT VANCOUVER,neutral,1
"NHL ICE HOCKEY - FRIDAY S""   ",neutral,0
NEW YORK 1996-12-07,neutral,0
Results of National Hockey,neutral,0
League games on Friday ( home team in CAPS ) :,neutral,2
NY RANGERS 6 Toronto 5,neutral,1
BUFFALO 1 Anaheim 1 ( OT ),neutral,2
Pittsburgh 5 WASHINGTON 3,neutral,0
Montreal 3 CHICAGO 1,neutral,1
Philadelphia 6 DALLAS 3,neutral,1
St Louis 4 COLORADO 3,neutral,1
EDMONTON 5 Ottawa 2,neutral,1
NHL ICE HOCKEY - CANUCKS RW BURE SUSPENDED FOR ONE GAME .,neutral,0
NEW YORK 1996-12-06,neutral,0
"Vancouver Canucks star right wing Pavel Bure was suspended for one game by the National Hockey League and fined $ 1,000 Friday for his hit on Buffalo Sabres defenceman Garry Galley on Wednesday .",neutral,1
Bure received a double-minor penalty for high-sticking with 2:22 left in the first period of Wednesday 7-6 overtime win by Vancouver after colliding with Galley in Buffalo zone .,neutral,1
Galley suffered a concussion and did not return to the game .,neutral,1
""" Mr Bure left his feet to deliver a forearm blow to Mr Galley as he was about to be checked legally by his opponent , "" said NHL discipline chief Brian Burke in handing out the suspension .",negative,1
""" Although it is clear from the videotape that Mr Bure s""                and there was no intent to injure his opponent , there can be no excuse for this type of conduct , "" Burke said .",negative,1
"Bure , who is struggling with only nine goals and 12 assists in 26 games , will miss Saturday s""  game against Ottawa .",neutral,1
BOXING - SCHULZ DEFEATS RIBALTA IN IBF HEAVYWEIGHT FIGHT .,neutral,1
VIENNA 1996-12-07,neutral,1
"German Axel Schulz outpointed Cuba s""      their International Boxing Federation non-title 10-round heavyweight fight on Saturday .",neutral,1
SOCCER - SPANISH FIRST DIVISION SUMMARY .,neutral,1
MADRID 1996-12-07,neutral,0
"Summary of Saturday s""         ",neutral,1
"Real Madrid 2 ( Davor Suker 24 , Predrag Mijatovic 48 ) Barcelona 0 .",neutral,0
Halftime 1-0 .,neutral,1
"Attendance 106,000 .",neutral,2
SOCCER - BALKAN STRIKE FORCE WIN OLD FIRM GAME FOR REAL .,neutral,0
MADRID 1996-12-07,neutral,2
"Real Madrid s""              Predrag Mijatovic shot their side to a 2-0 win over Barcelona in Spain s""           ",neutral,2
"The result leaves Real on 38 points after 16 games , four ahead of Barcelona .",neutral,2
"With just one league match scheduled before the New Year break , Real are also assured of spending Christmas ahead of their arch-rivals .",neutral,2
"A mix-up in the Barcelona defence let Croatian international Suker in midway through the first half , and Montenegrin striker Mijatovic made it 2-0 after fine work by Clarence Seedorf just after the break .",neutral,2
Barcelona fought back strongly but were twice denied by the woodwork on an unusually quiet night for Brazilian striker Ronaldo .,neutral,0
SOCCER - PSV HIT VOLENDAM FOR SIX .,neutral,2
AMSTERDAM 1996-12-07,neutral,1
Brazilian striker Marcelo and Yugoslav midfielder Zeljko Petrovic each scored twice as Dutch first division leaders PSV Eindhoven romped to a 6-0 win over Volendam on Saturday .,neutral,2
"Their other marksmen were Brazilian defender Vampeta and Belgian striker Luc Nilis , his 14th of the season .",neutral,0
"PSV , well on the way to their 14th league title , outgunned Volendam in every department of the game .",neutral,0
"They boast a nine-point lead over Feyenoord , who have two games in hand , and are 16 points clear of champions Ajax Amsterdam , who have played 18 matches compared to PSV s""   ",neutral,1
"Ajax face AZ Alkmaar away on Sunday and Feyenoord , eliminated from the UEFA Cup after losing 4-2 on aggregate to Tenerife on Tuesday , travel to De Graafschap Doetinchem .",neutral,0
"The Doetinchem side , dubbed "" The Super Peasants "" , are one of the surprise packages of the season .",neutral,0
They are fourth in the table .,neutral,2
SOCCER - SPANISH FIRST DIVISION RESULT / STANDINGS .,neutral,1
MADRID 1996-12-07,neutral,2
"Result of Saturday s""   ",neutral,2
first division match :,neutral,1
Real Madrid 2 Barcelona 0,neutral,0
"Standings ( tabulate under games played , won , drawn , lost ,",neutral,0
"goals for , against , points ) :",neutral,0
Real Madrid 16 11 5 0 32 12 38,neutral,1
Barcelona 16 10 4 2 46 21 34,neutral,2
Deportivo Coruna 15 9 6 0 23 7 33,neutral,0
Real Betis 15 8 5 2 28 13 29,neutral,2
Atletico Madrid 15 8 3 4 26 17 27,neutral,1
Athletic Bilbao 15 7 4 4 28 22 25,neutral,1
Real Sociedad 15 7 3 5 20 18 24,neutral,0
Valladolid 15 7 3 5 19 18 24,neutral,0
Racing Santander 15 5 7 3 15 15 22,neutral,1
Rayo Vallecano 15 5 5 5 21 19 20,neutral,1
Valencia 15 6 2 7 23 22 20,neutral,1
Celta Vigo 15 5 5 5 17 17 20,neutral,0
Tenerife 15 5 4 6 23 17 19,neutral,2
Espanyol 15 4 4 7 17 20 16,neutral,2
Oviedo 15 4 4 7 17 21 16,neutral,1
Sporting Gijon 15 4 4 7 15 22 16,neutral,1
Logrones 15 4 3 8 11 33 15,neutral,2
